shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,order_id,order_date,shipping_date,order_country,delivery_status,benefit_per_order,order_item_profit_ratio,shipping_delay_days,days_for_shipping_real,order_year,order_month.1,order_day_of_week,is_profitable,latitude,longitude
Standard Class,Northern Areas,Federal,Furniture,Home & Garden,Corporate,DEBIT,6,5,0.2,88140.67,352562.68,70512.54,0,1,15,6,0.7340503544365681,0.7303862035462716,0.7366829702089818,97540,2023-06-14 15:36:00,2023-06-21 15:36:00,Muzaffarabad,Late delivery,74531.75,0.2114,1,7,2023,6,2,1,66.2168,91.7877
First Class,North KPK,KPK,Garden Tools,Home & Garden,Corporate,CASH,3,1,0.013,281515.65,277855.95,277855.95,0,1,21,4,0.5953805774278215,0.5940386230058774,0.5351926799225761,57485,2022-04-26 21:05:00,2022-04-30 21:05:00,Swat,Late delivery,16393.5,0.059,1,4,2022,4,1,1,-33.3768,-101.3716
Same Day,Northern Areas,Federal,Beverages,Food,Corporate,CASH,0,4,0.012,186155.98,735688.43,183922.11,0,1,10,3,0.7340503544365681,0.7303862035462716,0.4316920322291853,87743,2022-03-08 10:13:00,2022-03-12 10:13:00,Islamabad,Shipping on time,130658.27,0.1776,4,4,2022,3,1,1,43.0036,-120.0005
Same Day,South Punjab,Punjab,Outdoor Sports,Sports,Consumer,PAYMENT,1,2,0.32,219210.23,298125.91,149062.95,0,1,6,7,0.4820809248554913,0.487797147385103,0.4316920322291853,97981,2022-07-05 06:04:00,2022-07-09 06:04:00,Gujranwala,Shipping on time,-20063.87,-0.0673,3,4,2022,7,1,0,-25.6489,-122.0656
First Class,Central Punjab,Punjab,GPS & Navigation,Automotive,Corporate,CASH,3,3,0.262,236579.77,523787.61,174595.87,0,1,12,6,0.4820809248554913,0.479179810725552,0.5351926799225761,54553,2024-06-10 12:46:00,2024-06-16 12:46:00,Multan,Late delivery,-29855.89,-0.057,3,6,2024,6,0,0,5.283,99.0217
Standard Class,Central Punjab,Punjab,Medical Supplies,Health,Home Office,CASH,5,1,0.195,284124.84,228720.5,228720.5,0,1,14,10,0.4820809248554913,0.479179810725552,0.7366829702089818,85787,2021-10-22 14:21:00,2021-10-29 14:21:00,Faisalabad,Shipping on time,56333.86,0.2463,2,7,2021,10,4,1,39.7334,85.8296
Second Class,Rural Sindh,Sindh,Snacks,Food,Corporate,CASH,4,5,0.097,274121.4,1230612.4494,246122.49,0,1,5,6,0.5224103055466837,0.5220072294280247,0.6605610122997965,23293,2022-06-08 05:12:00,2022-06-16 05:12:00,Larkana,Late delivery,103220.69,0.0834,4,8,2022,6,2,1,-32.1298,-122.3359
Same Day,North KPK,KPK,Tools & Equipment,Automotive,Consumer,PAYMENT,0,3,0.017,80600.94,237692.17,79230.72,0,1,16,7,0.5953805774278215,0.5940386230058774,0.4316920322291853,91110,2024-07-03 16:06:00,2024-07-05 16:06:00,Mardan,Shipping on time,51293.97,0.2158,2,2,2024,7,2,1,-28.4936,105.8167
First Class,North Balochistan,Balochistan,Grocery,Food,Home Office,TRANSFER,2,1,0.246,210649.36,158829.62,158829.62,0,1,17,5,0.6475729301995985,0.655679392933365,0.5351926799225761,72809,2021-05-03 17:22:00,2021-05-06 17:22:00,Chaman,Late delivery,43042.83,0.271,1,3,2021,5,0,1,18.7055,-144.2958
Second Class,South KPK,KPK,Books,Books & Media,Corporate,TRANSFER,4,3,0.242,286197.16,650812.34,216937.45,1,1,13,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,85352,2021-12-18 13:19:00,2021-12-22 13:19:00,Abbottabad,Shipping on time,181641.72,0.2791,0,4,2021,12,5,1,49.6303,-156.6267
First Class,Rural Sindh,Sindh,Books,Books & Media,Home Office,PAYMENT,2,5,0.334,107907.38,359331.58,71866.32,0,1,9,1,0.5224103055466837,0.5220072294280247,0.5351926799225761,92457,2021-01-27 09:08:00,2021-01-31 09:08:00,Mirpur Khas,Shipping on time,53720.07,0.1495,2,4,2021,1,2,1,43.491,24.886
Same Day,North Balochistan,Balochistan,Bedding,Home & Garden,Consumer,PAYMENT,1,5,0.034,47634.61,230075.17,46015.03,0,1,16,6,0.6475729301995985,0.655679392933365,0.4316920322291853,23383,2023-06-05 16:54:00,2023-06-09 16:54:00,Chaman,Late delivery,58922.25,0.2561,3,4,2023,6,0,1,-3.5182,-101.8442
Same Day,South Balochistan,Balochistan,Fitness Equipment,Sports,Home Office,DEBIT,0,1,0.056,73975.12,69832.51,69832.51,0,1,1,1,0.6475729301995985,0.6395294117647059,0.4316920322291853,71347,2024-01-05 01:38:00,2024-01-09 01:38:00,Quetta,Shipping on time,16368.74,0.2344,4,4,2024,1,4,1,44.9719,55.5193
Same Day,North Punjab,Punjab,Team Sports,Sports,Consumer,TRANSFER,0,4,0.12,180510.84,635398.16,158849.54,0,1,10,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,25374,2024-11-06 10:39:00,2024-11-07 10:39:00,Multan,Shipping on time,10992.39,0.0173,1,1,2024,11,2,1,-39.974,-9.6573
Second Class,South Balochistan,Balochistan,GPS & Navigation,Automotive,Home Office,TRANSFER,3,2,0.164,247724.23,414194.91,207097.46,0,1,12,12,0.6475729301995985,0.6395294117647059,0.6605610122997965,55296,2023-12-25 12:03:00,2023-12-29 12:03:00,Khuzdar,Late delivery,67596.61,0.1632,1,4,2023,12,0,1,34.1487,-101.6239
Second Class,Northern Areas,Federal,Mobiles & Tablets,Electronics,Home Office,CASH,4,2,0.009,205265.21,406835.65,203417.82,1,1,3,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,34426,2024-11-03 03:20:00,2024-11-08 03:20:00,Rawalpindi,Late delivery,3986.99,0.0098,1,5,2024,11,6,1,56.7313,1.2837
First Class,South KPK,KPK,Car Accessories,Automotive,Consumer,TRANSFER,2,2,0.006,106039.18,210805.89,105402.94,0,1,2,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,90595,2022-02-09 02:23:00,2022-02-11 02:23:00,Swat,Shipping on time,81012.7,0.3843,0,2,2022,2,2,1,-0.7375,73.2453
First Class,North Punjab,Punjab,Men's Fashion,Clothing,Home Office,TRANSFER,2,4,0.151,159695.38,542325.51,135581.38,0,1,20,2,0.4820809248554913,0.4793103448275862,0.5351926799225761,62551,2023-02-20 20:21:00,2023-02-23 20:21:00,Sialkot,Late delivery,-27984.0,-0.0516,1,3,2023,2,0,0,44.7423,117.043
Standard Class,South KPK,KPK,Bedding,Home & Garden,Home Office,TRANSFER,6,3,0.24,293591.04,669387.57,223129.19,0,1,4,8,0.5953805774278215,0.5967233774417139,0.7366829702089818,77045,2024-08-01 04:13:00,2024-08-08 04:13:00,Peshawar,Late delivery,238904.42,0.3569,1,7,2024,8,3,1,-7.7526,-52.0266
Second Class,South KPK,KPK,Vitamins,Health,Corporate,CASH,5,2,0.349,157450.33,205000.33,102500.16,0,1,14,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,33105,2022-12-29 14:29:00,2023-01-03 14:29:00,Mardan,Shipping on time,4448.51,0.0217,0,5,2022,12,3,1,37.9814,130.248
Standard Class,Urban Sindh,Sindh,Music,Books & Media,Consumer,DEBIT,7,1,0.336,64063.36,42538.07,42538.07,0,1,6,3,0.5224103055466837,0.522814498933902,0.7366829702089818,84858,2023-03-30 06:09:00,2023-04-10 06:09:00,Larkana,Late delivery,10970.57,0.2579,4,11,2023,3,3,1,-22.9833,-17.8235
First Class,South Balochistan,Balochistan,Accessories,Clothing,Home Office,TRANSFER,3,4,0.168,233913.58,778464.39,194616.1,0,1,20,11,0.6475729301995985,0.6395294117647059,0.5351926799225761,72828,2023-11-10 20:49:00,2023-11-14 20:49:00,Turbat,Late delivery,53091.27,0.0682,1,4,2023,11,4,1,38.4958,72.0409
Same Day,South KPK,KPK,Furniture,Home & Garden,Corporate,DEBIT,0,4,0.215,265961.33,835118.58,208779.64,1,1,7,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,82109,2024-11-16 07:13:00,2024-11-16 07:13:00,Swat,Shipping on time,174122.22,0.2085,0,0,2024,11,5,1,24.7049,-88.6922
Standard Class,South KPK,KPK,Team Sports,Sports,Home Office,PAYMENT,5,1,0.104,13569.83,12158.57,12158.57,0,1,3,9,0.5953805774278215,0.5967233774417139,0.7366829702089818,91669,2023-09-19 03:38:00,2023-09-26 03:38:00,Mardan,Late delivery,2815.92,0.2316,2,7,2023,9,1,1,14.7379,-86.0013
First Class,Capital Territory,Federal,Men's Fashion,Clothing,Consumer,CASH,3,5,0.099,95403.19,429791.37,85958.27,0,1,23,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,29691,2023-05-02 23:02:00,2023-05-06 23:02:00,Islamabad,Shipping on time,181243.02,0.4217,1,4,2023,5,1,1,-42.7861,59.0954
Second Class,North Punjab,Punjab,Music,Books & Media,Consumer,PAYMENT,3,1,0.264,2783.97,2049.0,2049.0,0,1,22,10,0.4820809248554913,0.4793103448275862,0.6605610122997965,59854,2022-10-04 22:25:00,2022-10-12 22:25:00,Lahore,Late delivery,432.54,0.2111,5,8,2022,10,1,1,63.6022,179.8461
Second Class,North KPK,KPK,Men's Fashion,Clothing,Home Office,DEBIT,3,5,0.177,216371.24,890367.65,178073.53,1,1,16,7,0.5953805774278215,0.5940386230058774,0.6605610122997965,15673,2023-07-15 16:38:00,2023-07-21 16:38:00,Swat,Shipping on time,301211.38,0.3383,3,6,2023,7,5,1,-42.3157,46.4855
Standard Class,Capital Territory,Federal,Furniture,Home & Garden,Consumer,TRANSFER,5,1,0.027,131165.49,127624.02,127624.02,1,1,23,9,0.7340503544365681,0.7377613776137761,0.7366829702089818,71440,2023-09-16 23:53:00,2023-09-22 23:53:00,Rawalpindi,Late delivery,-9303.79,-0.0729,1,6,2023,9,5,0,-4.6479,28.0548
First Class,North Balochistan,Balochistan,Books,Books & Media,Consumer,DEBIT,3,2,0.344,116531.8,152889.72,76444.86,0,1,21,11,0.6475729301995985,0.655679392933365,0.5351926799225761,29981,2024-11-22 21:08:00,2024-11-28 21:08:00,Gwadar,Shipping on time,-12322.91,-0.0806,3,6,2024,11,4,0,49.9222,-37.8893
Second Class,Capital Territory,Federal,Books,Books & Media,Home Office,CASH,4,3,0.024,149770.43,438527.82,146175.94,0,1,18,4,0.7340503544365681,0.7377613776137761,0.6605610122997965,41600,2022-04-05 18:34:00,2022-04-12 18:34:00,Islamabad,Late delivery,124673.46,0.2843,3,7,2022,4,1,1,-6.2961,133.5057
Same Day,North Punjab,Punjab,Laptops,Electronics,Corporate,TRANSFER,0,4,0.137,74436.69,256955.45,64238.86,0,1,5,5,0.4820809248554913,0.4793103448275862,0.4316920322291853,79920,2024-05-17 05:28:00,2024-05-19 05:28:00,Sialkot,Shipping on time,36153.63,0.1407,2,2,2024,5,4,1,56.7836,-73.8377
Standard Class,South KPK,KPK,Fitness Equipment,Sports,Consumer,PAYMENT,6,3,0.24,79875.18,182115.41,60705.14,0,1,13,2,0.5953805774278215,0.5967233774417139,0.7366829702089818,59388,2023-02-24 13:21:00,2023-03-03 13:21:00,Swat,Late delivery,61536.8,0.3379,1,7,2023,2,4,1,13.928,107.7416
Standard Class,Central Punjab,Punjab,Books,Books & Media,Home Office,CASH,7,5,0.223,78351.71,304396.39,60879.28,0,1,2,12,0.4820809248554913,0.479179810725552,0.7366829702089818,90531,2023-12-18 02:19:00,2023-12-26 02:19:00,Gujranwala,Late delivery,105077.63,0.3452,1,8,2023,12,0,1,24.9154,-47.7637
Standard Class,North KPK,KPK,Kitchen,Home & Garden,Home Office,PAYMENT,5,5,0.095,37703.1,170606.53,34121.31,1,1,6,5,0.5953805774278215,0.5940386230058774,0.7366829702089818,38632,2021-05-09 06:00:00,2021-05-17 06:00:00,Mardan,Late delivery,69470.98,0.4072,3,8,2021,5,6,1,-50.1071,-29.7047
Standard Class,South KPK,KPK,Tools & Equipment,Automotive,Corporate,TRANSFER,6,5,0.058,55994.28,263733.06,52746.61,0,1,14,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,95208,2021-12-16 14:06:00,2021-12-22 14:06:00,Kohat,Shipping on time,54619.12,0.2071,0,6,2021,12,3,1,67.4179,-83.8526
First Class,North Punjab,Punjab,Garden Tools,Home & Garden,Consumer,DEBIT,3,2,0.343,141417.31,185822.35,92911.18,0,1,2,4,0.4820809248554913,0.4793103448275862,0.5351926799225761,33445,2023-04-19 02:43:00,2023-04-25 02:43:00,Lahore,Late delivery,79699.21,0.4289,3,6,2023,4,2,1,50.421,-16.6896
Standard Class,Northern Areas,Federal,Books,Books & Media,Home Office,CASH,7,3,0.169,286197.16,713489.52,237829.84,1,1,6,8,0.7340503544365681,0.7303862035462716,0.7366829702089818,20021,2021-08-01 06:31:00,2021-08-09 06:31:00,Rawalpindi,Late delivery,189502.82,0.2656,1,8,2021,8,6,1,-33.7786,176.7906
Second Class,South Punjab,Punjab,Snacks,Food,Home Office,PAYMENT,3,2,0.126,274121.4,479164.21,239582.1,0,1,8,5,0.4820809248554913,0.487797147385103,0.6605610122997965,80000,2024-05-15 08:07:00,2024-05-19 08:07:00,Multan,Shipping on time,183232.39,0.3824,1,4,2024,5,2,1,-3.9151,48.257
Same Day,Central Punjab,Punjab,Furniture,Home & Garden,Corporate,CASH,0,3,0.25,265961.33,598412.99,199471.0,0,1,13,8,0.4820809248554913,0.479179810725552,0.4316920322291853,75592,2021-08-31 13:18:00,2021-09-01 13:18:00,Multan,Shipping on time,75280.35,0.1258,1,1,2021,8,1,1,8.1353,-23.8805
Second Class,Central Punjab,Punjab,Audio,Electronics,Home Office,PAYMENT,3,5,0.227,237943.7,919652.4,183930.48,1,1,1,7,0.4820809248554913,0.479179810725552,0.6605610122997965,78342,2021-07-25 01:56:00,2021-07-30 01:56:00,Faisalabad,Shipping on time,383403.09,0.4169,2,5,2021,7,6,1,68.2441,18.6288
Standard Class,North Balochistan,Balochistan,Men's Fashion,Clothing,Consumer,CASH,6,2,0.067,248368.78,463456.14,231728.07,0,1,3,4,0.6475729301995985,0.655679392933365,0.7366829702089818,42765,2021-04-19 03:18:00,2021-04-27 03:18:00,Khuzdar,Shipping on time,143671.4,0.31,2,8,2021,4,0,1,11.0155,63.3127
Second Class,North Punjab,Punjab,Snacks,Food,Consumer,CASH,5,2,0.243,182025.08,275585.97,137792.98,1,1,1,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,39858,2022-07-09 01:34:00,2022-07-16 01:34:00,Faisalabad,Late delivery,23452.37,0.0851,2,7,2022,7,5,1,40.0457,113.7833
Same Day,South KPK,KPK,Furniture,Home & Garden,Consumer,CASH,1,5,0.314,90348.94,309896.86,61979.37,1,1,17,3,0.5953805774278215,0.5967233774417139,0.4316920322291853,45999,2023-03-25 17:37:00,2023-03-25 17:37:00,Mardan,Advance shipping,63559.85,0.2051,-1,0,2023,3,5,1,-45.7096,131.9212
Standard Class,Northern Areas,Federal,Movies & TV,Books & Media,Corporate,TRANSFER,6,5,0.219,94435.25,368769.65,73753.93,0,1,9,8,0.7340503544365681,0.7303862035462716,0.7366829702089818,52945,2022-08-29 09:24:00,2022-09-07 09:24:00,Gilgit,Late delivery,23306.24,0.0632,3,9,2022,8,0,1,-51.1979,-29.1585
Standard Class,South Balochistan,Balochistan,Music,Books & Media,Corporate,PAYMENT,4,2,0.086,135613.71,247901.86,123950.93,0,1,16,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,18019,2023-05-10 16:46:00,2023-05-18 16:46:00,Chaman,Late delivery,24244.8,0.0978,4,8,2023,5,2,1,43.6133,-158.2232
Standard Class,North Balochistan,Balochistan,Audio,Electronics,Home Office,CASH,5,4,0.001,128189.4,512244.84,128061.21,0,1,12,6,0.6475729301995985,0.655679392933365,0.7366829702089818,23928,2023-06-27 12:54:00,2023-07-04 12:54:00,Turbat,Late delivery,146809.37,0.2866,2,7,2023,6,1,1,25.4449,-87.7079
Same Day,North Balochistan,Balochistan,Tools & Equipment,Automotive,Consumer,CASH,1,3,0.129,96526.15,252222.83,84074.28,1,1,8,7,0.6475729301995985,0.655679392933365,0.4316920322291853,50512,2022-07-30 08:57:00,2022-08-02 08:57:00,Quetta,Late delivery,-5498.46,-0.0218,2,3,2022,7,5,0,45.1365,-144.629
Standard Class,Central Punjab,Punjab,Grocery,Food,Home Office,PAYMENT,5,5,0.026,102625.69,499787.11,99957.42,1,1,20,2,0.4820809248554913,0.479179810725552,0.7366829702089818,96640,2022-02-06 20:25:00,2022-02-14 20:25:00,Faisalabad,Late delivery,-47879.61,-0.0958,3,8,2022,2,6,0,-35.6339,105.4706
Same Day,Urban Sindh,Sindh,Books,Books & Media,Consumer,CASH,0,4,0.148,66147.96,225432.25,56358.06,0,1,0,7,0.5224103055466837,0.522814498933902,0.4316920322291853,59269,2024-07-02 00:04:00,2024-07-06 00:04:00,Karachi,Late delivery,79600.13,0.3531,4,4,2024,7,1,1,16.6133,9.4764
Standard Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Corporate,PAYMENT,6,1,0.282,152861.58,109754.61,109754.61,1,1,16,12,0.5224103055466837,0.522814498933902,0.7366829702089818,15163,2022-12-10 16:16:00,2022-12-19 16:16:00,Larkana,Late delivery,7419.41,0.0676,3,9,2022,12,5,1,-56.7848,103.9931
Same Day,North Punjab,Punjab,Outdoor Sports,Sports,Home Office,PAYMENT,0,4,0.3,135414.67,379161.08,94790.27,0,1,10,5,0.4820809248554913,0.4793103448275862,0.4316920322291853,23216,2023-05-04 10:24:00,2023-05-07 10:24:00,Multan,Shipping on time,106582.18,0.2811,3,3,2023,5,3,1,-37.8751,-111.1825
Same Day,Rural Sindh,Sindh,Footwear,Clothing,Home Office,DEBIT,1,1,0.328,136142.87,91488.01,91488.01,0,1,2,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,78460,2021-08-18 02:52:00,2021-08-20 02:52:00,Hyderabad,Late delivery,-8243.07,-0.0901,1,2,2021,8,2,0,29.8968,34.1888
First Class,North Punjab,Punjab,Music,Books & Media,Corporate,CASH,2,4,0.064,249136.08,932765.48,233191.37,0,1,20,10,0.4820809248554913,0.4793103448275862,0.5351926799225761,54442,2023-10-02 20:37:00,2023-10-07 20:37:00,Gujranwala,Shipping on time,276844.79,0.2968,3,5,2023,10,0,1,57.9976,40.2223
Same Day,Central Punjab,Punjab,Cameras,Electronics,Corporate,TRANSFER,0,5,0.306,178173.98,618263.71,123652.74,0,1,8,2,0.4820809248554913,0.479179810725552,0.4316920322291853,80803,2022-02-23 08:09:00,2022-02-26 08:09:00,Multan,Shipping on time,224120.59,0.3625,3,3,2022,2,2,1,-56.0967,-145.5193
Standard Class,North KPK,KPK,Medical Supplies,Health,Corporate,CASH,4,1,0.198,265967.84,213306.21,213306.21,0,1,17,4,0.5953805774278215,0.5940386230058774,0.7366829702089818,16217,2024-04-08 17:36:00,2024-04-15 17:36:00,Peshawar,Late delivery,11582.53,0.0543,3,7,2024,4,0,1,-15.5748,95.8162
First Class,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,DEBIT,2,2,0.292,126341.84,178900.05,89450.02,1,1,13,11,0.5224103055466837,0.5220072294280247,0.5351926799225761,74021,2022-11-26 13:21:00,2022-11-29 13:21:00,Larkana,Late delivery,26405.65,0.1476,1,3,2022,11,5,1,-16.1898,-22.4031
Standard Class,Rural Sindh,Sindh,Cameras,Electronics,Consumer,DEBIT,5,2,0.138,101962.3,175783.01,87891.5,0,1,18,5,0.5224103055466837,0.5220072294280247,0.7366829702089818,87972,2024-05-17 18:00:00,2024-05-24 18:00:00,Karachi,Late delivery,65444.01,0.3723,2,7,2024,5,4,1,-29.2797,-151.8608
Same Day,North KPK,KPK,Kitchen,Home & Garden,Corporate,CASH,1,4,0.028,250407.69,973585.1,243396.28,1,1,4,2,0.5953805774278215,0.5940386230058774,0.4316920322291853,60967,2023-02-19 04:26:00,2023-02-22 04:26:00,Abbottabad,Shipping on time,277763.83,0.2853,2,3,2023,2,6,1,-6.4847,141.0116
Same Day,Central Punjab,Punjab,Team Sports,Sports,Corporate,CASH,1,2,0.241,84116.71,127689.17,63844.58,1,1,18,10,0.4820809248554913,0.479179810725552,0.4316920322291853,56860,2024-10-26 18:45:00,2024-10-28 18:45:00,Gujranwala,Shipping on time,30964.62,0.2425,1,2,2024,10,5,1,-26.0752,-115.2264
First Class,Urban Sindh,Sindh,Team Sports,Sports,Consumer,PAYMENT,2,1,0.127,218927.68,191123.86,191123.86,0,1,14,12,0.5224103055466837,0.522814498933902,0.5351926799225761,71928,2021-12-02 14:48:00,2021-12-06 14:48:00,Sukkur,Late delivery,64198.5,0.3359,2,4,2021,12,3,1,-7.2679,-81.7169
First Class,Capital Territory,Federal,Beverages,Food,Consumer,PAYMENT,3,5,0.187,207404.91,843100.96,168620.19,1,1,2,12,0.7340503544365681,0.7377613776137761,0.5351926799225761,60522,2023-12-31 02:34:00,2024-01-04 02:34:00,Muzaffarabad,Late delivery,296434.3,0.3516,1,4,2023,12,6,1,-7.7663,-163.8059
Standard Class,Central Punjab,Punjab,Audio,Electronics,Consumer,TRANSFER,5,4,0.322,289051.22,783906.91,195976.73,0,1,6,3,0.4820809248554913,0.479179810725552,0.7366829702089818,20576,2024-03-27 06:33:00,2024-04-05 06:33:00,Sialkot,Late delivery,282912.0,0.3609,4,9,2024,3,2,1,2.1789,-20.9167
Standard Class,North Balochistan,Balochistan,Books,Books & Media,Home Office,DEBIT,5,5,0.345,109315.87,358009.47,71601.89,0,1,17,9,0.6475729301995985,0.655679392933365,0.7366829702089818,81542,2024-09-06 17:54:00,2024-09-12 17:54:00,Gwadar,Late delivery,111305.14,0.3109,1,6,2024,9,4,1,-34.5567,-3.2029
Standard Class,Northern Areas,Federal,Outdoor Sports,Sports,Corporate,TRANSFER,6,3,0.294,213324.72,451821.76,150607.25,0,1,13,12,0.7340503544365681,0.7303862035462716,0.7366829702089818,34243,2023-12-28 13:43:00,2024-01-04 13:43:00,Muzaffarabad,Late delivery,185156.56,0.4098,1,7,2023,12,3,1,-32.9765,129.1888
Second Class,Northern Areas,Federal,Bedding,Home & Garden,Consumer,TRANSFER,3,3,0.108,293591.04,785649.62,261883.21,1,1,7,1,0.7340503544365681,0.7303862035462716,0.6605610122997965,47134,2021-01-24 07:19:00,2021-01-28 07:19:00,Muzaffarabad,Late delivery,204583.16,0.2604,1,4,2021,1,6,1,8.3257,-165.824
Standard Class,Urban Sindh,Sindh,Movies & TV,Books & Media,Home Office,CASH,4,1,0.171,184271.78,152761.31,152761.31,0,1,19,8,0.5224103055466837,0.522814498933902,0.7366829702089818,97201,2022-08-30 19:24:00,2022-09-07 19:24:00,Larkana,Late delivery,52122.16,0.3412,4,8,2022,8,1,1,-57.2256,138.4701
Standard Class,Capital Territory,Federal,Cameras,Electronics,Corporate,TRANSFER,6,1,0.032,100185.21,96979.28,96979.28,1,1,0,8,0.7340503544365681,0.7377613776137761,0.7366829702089818,56018,2023-08-12 00:38:00,2023-08-19 00:38:00,Islamabad,Late delivery,-7583.78,-0.0782,1,7,2023,8,5,0,21.2956,-114.1606
Same Day,Rural Sindh,Sindh,GPS & Navigation,Automotive,Corporate,PAYMENT,1,1,0.121,247724.23,217749.6,217749.6,0,1,19,7,0.5224103055466837,0.5220072294280247,0.4316920322291853,87376,2024-07-05 19:02:00,2024-07-07 19:02:00,Mirpur Khas,Late delivery,69026.62,0.317,1,2,2024,7,4,1,43.7976,62.3511
Standard Class,South Punjab,Punjab,Women's Fashion,Clothing,Corporate,TRANSFER,4,4,0.238,112075.78,341606.98,85401.74,0,1,8,9,0.4820809248554913,0.487797147385103,0.7366829702089818,59069,2022-09-02 08:04:00,2022-09-09 08:04:00,Faisalabad,Shipping on time,-26406.22,-0.0773,3,7,2022,9,4,0,-57.9777,-168.0863
First Class,South KPK,KPK,Bedding,Home & Garden,Home Office,DEBIT,3,3,0.189,247831.73,602974.6,200991.53,0,1,0,1,0.5953805774278215,0.5967233774417139,0.5351926799225761,83578,2022-01-19 00:10:00,2022-01-22 00:10:00,Kohat,Shipping on time,-964.76,-0.0016,0,3,2022,1,2,0,41.5266,157.9571
Second Class,South Balochistan,Balochistan,Women's Fashion,Clothing,Home Office,TRANSFER,4,1,0.338,18205.1,12051.78,12051.78,0,1,15,8,0.6475729301995985,0.6395294117647059,0.6605610122997965,34213,2024-08-07 15:45:00,2024-08-10 15:45:00,Turbat,Advance shipping,3203.36,0.2658,-1,3,2024,8,2,1,10.6005,175.8733
First Class,North Punjab,Punjab,Beverages,Food,Home Office,CASH,2,5,0.212,54028.69,212873.04,42574.61,0,1,16,8,0.4820809248554913,0.4793103448275862,0.5351926799225761,14621,2022-08-25 16:18:00,2022-08-30 16:18:00,Multan,Late delivery,92578.49,0.4349,3,5,2022,8,3,1,10.4823,140.8794
Same Day,South KPK,KPK,Team Sports,Sports,Consumer,TRANSFER,1,3,0.138,84116.71,217525.81,72508.6,0,1,21,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,21502,2022-11-25 21:47:00,2022-11-27 21:47:00,Mardan,Late delivery,14052.17,0.0646,1,2,2022,11,4,1,-48.5886,66.5991
Second Class,Rural Sindh,Sindh,Laptops,Electronics,Home Office,TRANSFER,4,5,0.234,293364.58,1123586.34,224717.27,0,1,21,1,0.5224103055466837,0.5220072294280247,0.6605610122997965,21953,2024-01-08 21:08:00,2024-01-14 21:08:00,Hyderabad,Late delivery,395862.237500001,0.424,2,6,2024,1,0,1,47.5461,-108.8479
Same Day,Central Punjab,Punjab,Cameras,Electronics,Consumer,CASH,0,3,0.348,178173.98,348508.3,116169.43,0,1,15,8,0.4820809248554913,0.479179810725552,0.4316920322291853,47309,2023-08-15 15:33:00,2023-08-16 15:33:00,Gujranwala,Late delivery,-21816.62,-0.0626,1,1,2023,8,1,0,-7.9599,128.6975
Same Day,Rural Sindh,Sindh,Mobiles & Tablets,Electronics,Home Office,CASH,1,1,0.334,89861.39,59847.69,59847.69,0,1,18,2,0.5224103055466837,0.5220072294280247,0.4316920322291853,35331,2022-02-08 18:28:00,2022-02-10 18:28:00,Karachi,Shipping on time,26853.66,0.4487,1,2,2022,2,1,1,-35.73,-154.9832
Same Day,Central Punjab,Punjab,Tools & Equipment,Automotive,Consumer,TRANSFER,1,5,0.234,55994.28,214458.09,42891.62,0,1,13,4,0.4820809248554913,0.479179810725552,0.4316920322291853,47057,2021-04-23 13:42:00,2021-04-28 13:42:00,Lahore,Shipping on time,30238.59,0.141,4,5,2021,4,4,1,45.2791,92.548
First Class,Central Punjab,Punjab,Tools & Equipment,Automotive,Home Office,PAYMENT,2,2,0.288,192167.21,273646.11,136823.06,0,1,17,8,0.4820809248554913,0.479179810725552,0.5351926799225761,44323,2023-08-22 17:18:00,2023-08-26 17:18:00,Gujranwala,Shipping on time,33631.11,0.1229,2,4,2023,8,1,1,25.8485,58.6734
Same Day,North Balochistan,Balochistan,Audio,Electronics,Corporate,CASH,1,1,0.237,168820.64,128810.15,128810.15,0,1,4,6,0.6475729301995985,0.655679392933365,0.4316920322291853,78323,2021-06-25 04:04:00,2021-06-29 04:04:00,Gwadar,Late delivery,3658.21,0.0284,3,4,2021,6,4,1,-4.9805,-148.6413
Same Day,Capital Territory,Federal,Fitness Equipment,Sports,Consumer,PAYMENT,1,1,0.274,125120.63,90837.58,90837.58,0,1,8,8,0.7340503544365681,0.7377613776137761,0.4316920322291853,11845,2024-08-01 08:27:00,2024-08-03 08:27:00,Gilgit,Late delivery,-3960.52,-0.0436,1,2,2024,8,3,0,-50.7949,120.044
