shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Same Day,North Punjab,Punjab,Cameras,Electronics,Home Office,TRANSFER,1,2,0.177,114685.47,188772.28,94386.14,0,1,12,7,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,South KPK,KPK,Footwear,Clothing,Corporate,TRANSFER,2,2,0.117,10532.56,18600.5,9300.25,0,1,0,11,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
First Class,South Balochistan,Balochistan,Accessories,Clothing,Consumer,CASH,3,1,0.31,211567.64,145981.67,145981.67,1,1,15,10,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Standard Class,North Punjab,Punjab,Medical Supplies,Health,Consumer,TRANSFER,6,5,0.209,101861.73,402863.14,80572.63,0,1,10,5,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
First Class,South Punjab,Punjab,Fitness Equipment,Sports,Corporate,PAYMENT,2,3,0.05,268911.52,766397.83,255465.94,0,1,20,12,0.4820809248554913,0.487797147385103,0.5351926799225761,1
Second Class,Capital Territory,Federal,Laptops,Electronics,Consumer,CASH,3,5,0.16,75482.21,317025.28,63405.06,1,1,2,1,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Standard Class,South Balochistan,Balochistan,Vitamins,Health,Corporate,PAYMENT,7,5,0.172,26989.36,111735.95,22347.19,0,1,0,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,0
First Class,South Punjab,Punjab,Audio,Electronics,Consumer,CASH,2,3,0.285,245166.19,525881.48,175293.83,0,1,0,11,0.4820809248554913,0.487797147385103,0.5351926799225761,0
First Class,South Balochistan,Balochistan,Snacks,Food,Consumer,TRANSFER,2,3,0.109,272139.48,727428.83,242476.28,0,1,10,12,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
First Class,South KPK,KPK,Tools & Equipment,Automotive,Consumer,CASH,3,1,0.345,234283.35,153455.59,153455.59,0,1,18,6,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Standard Class,South KPK,KPK,Snacks,Food,Home Office,PAYMENT,5,5,0.072,45151.62,209503.52,41900.7,1,1,17,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
Second Class,Northern Areas,Federal,Garden Tools,Home & Garden,Consumer,CASH,4,2,0.146,90049.65,153804.8,76902.4,0,1,18,4,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,Northern Areas,Federal,Mobiles & Tablets,Electronics,Corporate,TRANSFER,7,1,0.004,7939.82,7908.06,7908.06,0,1,5,8,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
First Class,Urban Sindh,Sindh,Garden Tools,Home & Garden,Home Office,PAYMENT,3,4,0.072,223337.18,829027.61,207256.9,1,1,18,2,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,Northern Areas,Federal,Music,Books & Media,Home Office,CASH,3,1,0.085,290923.21,266194.74,266194.74,0,1,22,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,North KPK,KPK,Movies & TV,Books & Media,Home Office,TRANSFER,4,2,0.082,296687.86,544718.91,272359.46,1,1,21,12,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Second Class,Urban Sindh,Sindh,Vitamins,Health,Consumer,CASH,3,4,0.307,226322.55,627366.11,156841.53,0,1,20,6,0.5224103055466837,0.522814498933902,0.6605610122997965,1
Second Class,South Balochistan,Balochistan,Snacks,Food,Consumer,TRANSFER,3,1,0.067,172837.3,161257.2,161257.2,1,1,20,6,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Standard Class,Urban Sindh,Sindh,Outdoor Sports,Sports,Corporate,PAYMENT,6,5,0.272,219210.23,797925.24,159585.05,0,1,10,5,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Second Class,North KPK,KPK,Kitchen,Home & Garden,Home Office,PAYMENT,4,2,0.298,14491.74,20346.4,10173.2,0,1,3,12,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
First Class,Capital Territory,Federal,Medical Supplies,Health,Consumer,TRANSFER,2,5,0.06,101861.73,478750.13,95750.03,1,1,10,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,0
Second Class,North KPK,KPK,Women's Fashion,Clothing,Corporate,CASH,4,1,0.22,63066.88,49192.17,49192.17,0,1,5,10,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,North Punjab,Punjab,Laptops,Electronics,Consumer,DEBIT,1,1,0.222,295920.36,230226.04,230226.04,0,1,2,6,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,Central Punjab,Punjab,Personal Care,Health,Corporate,TRANSFER,2,3,0.234,268260.52,616462.67,205487.56,0,1,13,2,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Car Accessories,Automotive,Home Office,TRANSFER,5,5,0.132,88648.15,384732.97,76946.59,1,1,3,7,0.6475729301995985,0.655679392933365,0.6605610122997965,1
First Class,North Balochistan,Balochistan,Medical Supplies,Health,Corporate,DEBIT,3,2,0.123,186884.93,327796.17,163898.08,0,1,8,4,0.6475729301995985,0.655679392933365,0.5351926799225761,0
Same Day,South Balochistan,Balochistan,Kitchen,Home & Garden,Home Office,PAYMENT,1,3,0.144,258122.89,662859.58,220953.19,0,1,21,9,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
First Class,Northern Areas,Federal,Personal Care,Health,Consumer,TRANSFER,2,4,0.108,243491.28,868776.89,217194.22,1,1,13,9,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Second Class,South Punjab,Punjab,Mobiles & Tablets,Electronics,Home Office,DEBIT,5,4,0.111,89861.39,319547.1,79886.77,1,1,21,12,0.4820809248554913,0.487797147385103,0.6605610122997965,0
First Class,South Punjab,Punjab,Kitchen,Home & Garden,Consumer,TRANSFER,2,4,0.258,293362.25,870699.16,217674.79,0,1,4,9,0.4820809248554913,0.487797147385103,0.5351926799225761,0
Same Day,North Balochistan,Balochistan,Team Sports,Sports,Corporate,TRANSFER,0,4,0.017,244986.83,963288.22,240822.06,0,1,19,5,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Same Day,North Punjab,Punjab,Snacks,Food,Home Office,TRANSFER,1,5,0.066,116740.72,545179.16,109035.83,0,1,3,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Second Class,South Punjab,Punjab,Cameras,Electronics,Corporate,DEBIT,3,1,0.195,276166.9,222314.35,222314.35,1,1,11,7,0.4820809248554913,0.487797147385103,0.6605610122997965,1
Standard Class,Urban Sindh,Sindh,Furniture,Home & Garden,Home Office,PAYMENT,6,1,0.144,154043.69,131861.4,131861.4,0,1,17,12,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Second Class,South Punjab,Punjab,Car Accessories,Automotive,Consumer,TRANSFER,4,5,0.156,289499.94,1221689.75,244337.95,0,1,14,10,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,North KPK,KPK,GPS & Navigation,Automotive,Consumer,CASH,2,1,0.238,264253.22,201360.95,201360.95,1,1,1,7,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Second Class,North KPK,KPK,Tools & Equipment,Automotive,Consumer,TRANSFER,3,4,0.268,55994.28,163951.25,40987.81,1,1,16,9,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,North Balochistan,Balochistan,Books,Books & Media,Consumer,DEBIT,0,5,0.33,107907.38,361489.72,72297.94,0,1,11,12,0.6475729301995985,0.655679392933365,0.4316920322291853,1
First Class,Capital Territory,Federal,Beverages,Food,Home Office,CASH,2,3,0.102,54028.69,145553.29,48517.76,0,1,5,9,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Standard Class,Northern Areas,Federal,Cameras,Electronics,Corporate,TRANSFER,4,2,0.163,101962.3,170684.89,85342.44,0,1,8,2,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,North KPK,KPK,Team Sports,Sports,Corporate,PAYMENT,7,1,0.075,213581.89,197563.25,197563.25,0,1,2,1,0.5953805774278215,0.5940386230058774,0.7366829702089818,0
Same Day,Capital Territory,Federal,Personal Care,Health,Consumer,CASH,0,5,0.094,243491.28,1103015.5,220603.1,0,1,20,7,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Standard Class,North KPK,KPK,Mobiles & Tablets,Electronics,Corporate,DEBIT,5,2,0.344,107198.77,140644.79,70322.4,0,1,17,6,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Music,Books & Media,Home Office,CASH,5,4,0.054,67761.43,256409.25,64102.31,1,1,23,2,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Second Class,South Balochistan,Balochistan,Men's Fashion,Clothing,Home Office,CASH,5,4,0.118,263551.2,929808.63,232452.16,0,1,18,11,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
Standard Class,Central Punjab,Punjab,Kitchen,Home & Garden,Consumer,TRANSFER,7,4,0.118,7678.26,27088.9,6772.22,0,1,19,12,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Second Class,South Punjab,Punjab,Medical Supplies,Health,Consumer,CASH,4,4,0.319,60513.68,164839.26,41209.82,1,1,23,2,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,Urban Sindh,Sindh,Grocery,Food,Consumer,TRANSFER,3,2,0.242,146151.38,221565.49,110782.74,0,1,4,12,0.5224103055466837,0.522814498933902,0.5351926799225761,1
First Class,Northern Areas,Federal,Vitamins,Health,Corporate,CASH,3,4,0.014,189034.31,745551.32,186387.83,0,1,15,4,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Second Class,South Balochistan,Balochistan,Audio,Electronics,Consumer,DEBIT,4,4,0.214,94832.02,298151.87,74537.97,0,1,23,10,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Same Day,South Balochistan,Balochistan,Grocery,Food,Corporate,TRANSFER,1,1,0.256,92142.74,68554.2,68554.2,1,1,20,11,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
First Class,Northern Areas,Federal,Mobiles & Tablets,Electronics,Consumer,CASH,3,4,0.183,60546.42,197865.7,49466.42,0,1,21,10,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
First Class,Urban Sindh,Sindh,Music,Books & Media,Home Office,DEBIT,2,4,0.337,171150.84,453892.03,113473.01,0,1,16,11,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,Urban Sindh,Sindh,Footwear,Clothing,Home Office,CASH,5,5,0.216,9863.49,38664.88,7732.98,0,1,13,8,0.5224103055466837,0.522814498933902,0.6605610122997965,1
Standard Class,Central Punjab,Punjab,Furniture,Home & Garden,Consumer,PAYMENT,4,4,0.067,106463.42,397321.48,99330.37,1,1,11,6,0.4820809248554913,0.479179810725552,0.7366829702089818,0
Standard Class,Northern Areas,Federal,GPS & Navigation,Automotive,Consumer,CASH,6,2,0.239,59267.61,90205.3,45102.65,0,1,22,2,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,Rural Sindh,Sindh,Cameras,Electronics,Consumer,TRANSFER,7,2,0.15,21338.75,36275.88,18137.94,0,1,9,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
First Class,Urban Sindh,Sindh,Accessories,Clothing,Consumer,PAYMENT,2,2,0.332,83131.61,111063.83,55531.92,0,1,6,6,0.5224103055466837,0.522814498933902,0.5351926799225761,1
Same Day,South KPK,KPK,Footwear,Clothing,Consumer,TRANSFER,0,1,0.341,89465.07,58957.48,58957.48,1,1,7,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
First Class,South KPK,KPK,Cameras,Electronics,Consumer,DEBIT,3,4,0.165,234940.24,784700.4,196175.1,0,1,12,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Accessories,Clothing,Consumer,TRANSFER,4,2,0.046,17281.6,32973.29,16486.64,1,1,0,7,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
First Class,Urban Sindh,Sindh,Books,Books & Media,Home Office,CASH,2,4,0.198,107907.38,346166.88,86541.72,1,1,17,6,0.5224103055466837,0.522814498933902,0.5351926799225761,1
Same Day,South KPK,KPK,Car Accessories,Automotive,Corporate,TRANSFER,1,1,0.277,281410.41,203459.73,203459.73,1,1,9,8,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Second Class,North Balochistan,Balochistan,Accessories,Clothing,Home Office,CASH,4,4,0.043,142798.27,546631.78,136657.94,0,1,18,10,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Second Class,Urban Sindh,Sindh,Movies & TV,Books & Media,Consumer,DEBIT,4,2,0.247,266892.85,401940.63,200970.32,0,1,12,5,0.5224103055466837,0.522814498933902,0.6605610122997965,1
First Class,North Balochistan,Balochistan,Music,Books & Media,Home Office,PAYMENT,3,3,0.001,290923.21,871896.86,290632.29,0,1,14,11,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Same Day,North Balochistan,Balochistan,Bedding,Home & Garden,Corporate,TRANSFER,0,3,0.101,167708.02,452308.53,150769.51,0,1,3,4,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Standard Class,Central Punjab,Punjab,GPS & Navigation,Automotive,Home Office,CASH,5,1,0.082,13757.7,12629.57,12629.57,1,1,19,2,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Fitness Equipment,Sports,Home Office,PAYMENT,1,2,0.332,268911.52,359265.79,179632.9,0,1,5,6,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Standard Class,Urban Sindh,Sindh,Grocery,Food,Corporate,PAYMENT,6,3,0.303,15553.18,32521.7,10840.57,1,1,9,4,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Same Day,Northern Areas,Federal,Books,Books & Media,Corporate,TRANSFER,1,4,0.039,149770.43,575717.53,143929.38,0,1,7,8,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Same Day,North KPK,KPK,Medical Supplies,Health,Corporate,CASH,0,3,0.09,265967.84,726092.2,242030.73,0,1,14,12,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,South KPK,KPK,Vitamins,Health,Home Office,TRANSFER,3,1,0.252,253813.03,189852.15,189852.15,0,1,20,7,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
First Class,South KPK,KPK,Grocery,Food,Corporate,CASH,2,5,0.21,92142.74,363963.82,72792.76,0,1,5,11,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
First Class,Northern Areas,Federal,GPS & Navigation,Automotive,Consumer,DEBIT,2,1,0.071,126341.84,117371.57,117371.57,0,1,22,3,0.7340503544365681,0.7303862035462716,0.5351926799225761,0
Standard Class,North Balochistan,Balochistan,Furniture,Home & Garden,Consumer,DEBIT,6,4,0.306,265961.33,738308.65,184577.16,0,1,2,1,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Second Class,South Balochistan,Balochistan,Furniture,Home & Garden,Home Office,PAYMENT,5,5,0.264,299265.54,1101297.19,220259.44,0,1,11,2,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Standard Class,North KPK,KPK,Medical Supplies,Health,Corporate,PAYMENT,4,2,0.161,21510.72,36094.99,18047.5,0,1,9,6,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
First Class,South Balochistan,Balochistan,Women's Fashion,Clothing,Home Office,CASH,2,5,0.061,63066.88,296099.0,59219.8,1,1,17,1,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Second Class,South Punjab,Punjab,Mobiles & Tablets,Electronics,Consumer,PAYMENT,5,3,0.08,143176.92,395168.3,131722.77,0,1,2,5,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,Urban Sindh,Sindh,Grocery,Food,Consumer,PAYMENT,2,4,0.235,154701.21,473385.7,118346.42,1,1,18,10,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Laptops,Electronics,Consumer,DEBIT,5,2,0.242,147406.86,223468.8,111734.4,0,1,15,4,0.6475729301995985,0.655679392933365,0.6605610122997965,0
First Class,Rural Sindh,Sindh,Music,Books & Media,Home Office,PAYMENT,3,3,0.119,171150.84,452351.67,150783.89,0,1,17,4,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
Standard Class,Central Punjab,Punjab,Grocery,Food,Consumer,DEBIT,4,4,0.156,14363.6,48491.51,12122.88,0,1,19,4,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Same Day,South KPK,KPK,Snacks,Food,Home Office,DEBIT,1,2,0.083,61555.23,112892.29,56446.14,0,1,19,6,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Standard Class,North Balochistan,Balochistan,Personal Care,Health,Consumer,PAYMENT,5,1,0.043,74725.28,71512.09,71512.09,0,1,16,1,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Second Class,South Punjab,Punjab,Vitamins,Health,Consumer,DEBIT,5,3,0.333,253813.03,507879.87,169293.29,0,1,14,5,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,Central Punjab,Punjab,Fitness Equipment,Sports,Corporate,TRANSFER,3,4,0.075,278047.13,1028774.38,257193.6,0,1,10,12,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Same Day,Northern Areas,Federal,Outdoor Sports,Sports,Home Office,CASH,1,5,0.154,205308.37,868454.41,173690.88,1,1,14,9,0.7340503544365681,0.7303862035462716,0.4316920322291853,1
Standard Class,Northern Areas,Federal,Laptops,Electronics,Consumer,DEBIT,5,3,0.102,75482.21,203349.07,67783.02,0,1,16,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,Urban Sindh,Sindh,Snacks,Food,Corporate,CASH,6,2,0.135,182025.08,314903.39,157451.7,0,1,10,1,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Standard Class,North Punjab,Punjab,Tools & Equipment,Automotive,Consumer,DEBIT,5,1,0.192,188047.63,151942.49,151942.49,0,1,7,12,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
First Class,Northern Areas,Federal,Cameras,Electronics,Consumer,PAYMENT,3,5,0.18,100185.21,410759.36,82151.87,0,1,14,5,0.7340503544365681,0.7303862035462716,0.5351926799225761,0
First Class,South Balochistan,Balochistan,Books,Books & Media,Corporate,CASH,3,3,0.285,237337.03,509087.93,169695.98,1,1,14,1,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Music,Books & Media,Corporate,TRANSFER,6,4,0.086,2783.97,10178.19,2544.55,1,1,3,12,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Second Class,South KPK,KPK,Mobiles & Tablets,Electronics,Consumer,PAYMENT,3,4,0.306,253098.45,702601.3,175650.32,0,1,22,8,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Same Day,North KPK,KPK,Music,Books & Media,Home Office,DEBIT,1,1,0.18,67761.43,55564.37,55564.37,0,1,18,3,0.5953805774278215,0.5940386230058774,0.4316920322291853,1
Same Day,South Punjab,Punjab,Men's Fashion,Clothing,Consumer,DEBIT,1,3,0.174,26953.43,66790.6,22263.53,1,1,4,3,0.4820809248554913,0.487797147385103,0.4316920322291853,0
First Class,Capital Territory,Federal,Music,Books & Media,Home Office,DEBIT,2,5,0.295,69478.99,244913.44,48982.69,1,1,18,2,0.7340503544365681,0.7377613776137761,0.5351926799225761,0
Second Class,Central Punjab,Punjab,Team Sports,Sports,Home Office,TRANSFER,3,5,0.043,13569.83,64931.64,12986.33,1,1,20,3,0.4820809248554913,0.479179810725552,0.6605610122997965,1
Standard Class,North Balochistan,Balochistan,Men's Fashion,Clothing,Corporate,PAYMENT,4,1,0.338,159695.38,105718.34,105718.34,1,1,23,5,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Second Class,North KPK,KPK,Kitchen,Home & Garden,Corporate,PAYMENT,4,5,0.079,31551.74,145295.76,29059.15,1,1,10,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,Urban Sindh,Sindh,Team Sports,Sports,Corporate,CASH,1,2,0.041,230284.0,441684.71,220842.36,0,1,14,6,0.5224103055466837,0.522814498933902,0.4316920322291853,1
First Class,Central Punjab,Punjab,Car Accessories,Automotive,Corporate,PAYMENT,3,5,0.307,106039.18,367425.76,73485.15,0,1,21,5,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Same Day,Capital Territory,Federal,Books,Books & Media,Corporate,TRANSFER,0,5,0.243,66147.96,250370.03,50074.01,1,1,3,8,0.7340503544365681,0.7377613776137761,0.4316920322291853,1
Standard Class,Rural Sindh,Sindh,Mobiles & Tablets,Electronics,Consumer,CASH,5,4,0.109,271203.24,966568.35,241642.09,0,1,9,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Same Day,South Balochistan,Balochistan,Grocery,Food,Consumer,TRANSFER,1,5,0.05,284923.66,1230612.4494,246122.49,0,1,10,12,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Second Class,North KPK,KPK,Beverages,Food,Corporate,PAYMENT,4,3,0.02,207404.91,609770.44,203256.81,1,1,15,9,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
First Class,South KPK,KPK,Accessories,Clothing,Consumer,PAYMENT,2,4,0.241,85770.04,260397.84,65099.46,0,1,22,10,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Same Day,South KPK,KPK,Books,Books & Media,Home Office,DEBIT,0,5,0.293,66147.96,233833.04,46766.61,1,1,23,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Same Day,Capital Territory,Federal,Tools & Equipment,Automotive,Home Office,TRANSFER,1,5,0.331,192167.21,642799.32,128559.86,0,1,19,10,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Same Day,North KPK,KPK,Footwear,Clothing,Consumer,DEBIT,1,4,0.299,242050.71,678710.19,169677.55,0,1,7,5,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,Urban Sindh,Sindh,Laptops,Electronics,Consumer,TRANSFER,2,1,0.316,93823.65,64175.38,64175.38,0,1,16,8,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,South Punjab,Punjab,Music,Books & Media,Home Office,DEBIT,4,2,0.285,143678.4,205460.11,102730.06,0,1,6,9,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,South KPK,KPK,Cameras,Electronics,Consumer,PAYMENT,3,1,0.102,114912.84,103191.73,103191.73,0,1,22,8,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Standard Class,South Punjab,Punjab,Audio,Electronics,Home Office,TRANSFER,4,3,0.034,94832.02,274823.19,91607.73,0,1,7,12,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Same Day,North Balochistan,Balochistan,Beverages,Food,Home Office,PAYMENT,1,3,0.051,118913.81,338547.62,112849.21,0,1,21,1,0.6475729301995985,0.655679392933365,0.4316920322291853,0
Second Class,North KPK,KPK,Personal Care,Health,Consumer,DEBIT,3,2,0.014,138882.84,273876.96,136938.48,0,1,3,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Second Class,Central Punjab,Punjab,Mobiles & Tablets,Electronics,Consumer,DEBIT,4,2,0.249,138897.81,208624.51,104312.26,0,1,11,5,0.4820809248554913,0.479179810725552,0.6605610122997965,0
First Class,Urban Sindh,Sindh,GPS & Navigation,Automotive,Consumer,CASH,2,5,0.335,59267.61,197064.8,39412.96,0,1,9,4,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Same Day,Northern Areas,Federal,Mobiles & Tablets,Electronics,Corporate,DEBIT,1,4,0.263,115327.9,339986.65,84996.66,1,1,10,2,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Second Class,South Punjab,Punjab,Fitness Equipment,Sports,Corporate,DEBIT,5,5,0.304,213809.45,744056.89,148811.38,0,1,9,11,0.4820809248554913,0.487797147385103,0.6605610122997965,0
Standard Class,Central Punjab,Punjab,Men's Fashion,Clothing,Consumer,TRANSFER,4,1,0.304,232532.73,161842.78,161842.78,0,1,9,3,0.4820809248554913,0.479179810725552,0.7366829702089818,1
First Class,South Punjab,Punjab,Cameras,Electronics,Corporate,CASH,2,2,0.109,34102.39,60770.46,30385.23,0,1,6,5,0.4820809248554913,0.487797147385103,0.5351926799225761,0
Standard Class,Central Punjab,Punjab,Books,Books & Media,Consumer,CASH,7,1,0.316,263346.73,180129.16,180129.16,0,1,4,1,0.4820809248554913,0.479179810725552,0.7366829702089818,0
Second Class,South KPK,KPK,Snacks,Food,Corporate,PAYMENT,3,3,0.205,182025.08,434129.82,144709.94,0,1,21,5,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Same Day,Central Punjab,Punjab,Books,Books & Media,Home Office,CASH,1,3,0.324,78351.71,158897.27,52965.76,0,1,15,12,0.4820809248554913,0.479179810725552,0.4316920322291853,1
Second Class,North Balochistan,Balochistan,Laptops,Electronics,Corporate,TRANSFER,4,4,0.043,54196.06,207462.52,51865.63,1,1,14,7,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Same Day,Urban Sindh,Sindh,Beverages,Food,Consumer,PAYMENT,1,2,0.06,207404.91,389921.23,194960.62,0,1,15,9,0.5224103055466837,0.522814498933902,0.4316920322291853,0
First Class,South KPK,KPK,Music,Books & Media,Home Office,DEBIT,2,1,0.077,67761.43,62543.8,62543.8,0,1,6,8,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
First Class,South Balochistan,Balochistan,Vitamins,Health,Consumer,CASH,3,5,0.145,46089.22,197031.42,39406.28,0,1,9,3,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
First Class,North Punjab,Punjab,Garden Tools,Home & Garden,Corporate,PAYMENT,2,4,0.175,285731.45,942913.79,235728.45,0,1,4,4,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Second Class,South Balochistan,Balochistan,Personal Care,Health,Home Office,CASH,3,4,0.13,140170.78,487794.31,121948.58,0,1,4,9,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Second Class,Rural Sindh,Sindh,Fitness Equipment,Sports,Home Office,DEBIT,5,3,0.129,92928.82,242823.01,80941.0,0,1,18,1,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
Second Class,South Punjab,Punjab,Movies & TV,Books & Media,Consumer,DEBIT,5,4,0.001,136979.75,547371.08,136842.77,0,1,21,10,0.4820809248554913,0.487797147385103,0.6605610122997965,1
Standard Class,South KPK,KPK,Kitchen,Home & Garden,Home Office,CASH,4,4,0.095,31551.74,114217.3,28554.32,0,1,22,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Same Day,North Punjab,Punjab,Team Sports,Sports,Corporate,CASH,0,2,0.086,199638.34,364938.89,182469.44,1,1,7,8,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,North KPK,KPK,Car Accessories,Automotive,Corporate,DEBIT,2,4,0.19,152135.34,492918.5,123229.62,0,1,22,5,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Standard Class,North Punjab,Punjab,Garden Tools,Home & Garden,Consumer,DEBIT,7,2,0.325,295889.35,399450.62,199725.31,0,1,12,5,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Same Day,North Punjab,Punjab,Kitchen,Home & Garden,Corporate,CASH,1,5,0.031,293362.25,1230612.4494,246122.49,0,1,21,4,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Same Day,Rural Sindh,Sindh,Tools & Equipment,Automotive,Consumer,TRANSFER,0,5,0.153,80600.94,341344.98,68269.0,0,1,2,12,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
